"Song","Artist","Title","Quadrant","PQuad","MoodsTotal","Moods","MoodsFoundStr","MoodsStr","MoodsStrSplit","Genres","GenresStr","Sample","SampleURL"
"MT0014878397","Don Omar","Candela","Q2",0.6,5,3,"fierce, uncompromising, urgent","Confrontational, Fierce, Uncompromising, Urgent, Visceral","Confrontational, Fierce, Uncompromising, Urgent, Visceral",5,"Latin, Rap, Electronic, International, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XX058iwtcxGYPm1imwUsPfh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0014997916","Doc Black","Slow Down","Q2",0.666666666666667,6,5,"anxious, bitter, tense, uncompromising, urgent","Bitter, Cathartic, Tense/Anxious, Uncompromising, Urgent","Bitter, Cathartic, Tense, Anxious, Uncompromising, Urgent",2,"R&B, Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6mbJDupWRsWEtUPlg0u5vWjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0015004289","Grand Corps Malade","Toucher l'Instant","Q3",0.8,5,4,"bleak, cold, complex, weary","Bleak, Cold, Complex, Somber, Weary","Bleak, Cold, Complex, Somber, Weary",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=oBd1kN8Mp4g2s0ZDjWUpSYapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0015005100","Ella Fitzgerald","Too Darn Hot","Q1",0.538461538461538,13,11,"bright, dramatic, elegant, energetic, lively, refined, rousing, sensual, sophisticated, spicy, stylish","Boisterous, Brassy, Bright, Dramatic, Elegant, Energetic, Lively, Refined, Rousing, Sensual, Sophisticated, Spicy, Stylish","Boisterous, Brassy, Bright, Dramatic, Elegant, Energetic, Lively, Refined, Rousing, Sensual, Sophisticated, Spicy, Stylish",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XoNWEspTc1dNu_0d3jx7gvKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0015026293","The Chipmunks","O Christmas Tree (O Tannenbaum)","Q4",0.6,5,4,"naive, precious, quiet, soft","Campy, Naive, Precious, Soft/Quiet","Campy, Naive, Precious, Soft, Quiet",2,"Comedy/Spoken, Holiday",1,"http://rovimusic.rovicorp.com/playback.mp3?c=98M3aJy-LCU4Lc2m9MlV_YapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0015028144","Stacie Orrico","So Simple","Q1",0.6,5,4,"happy, joyous, sensual, spiritual","Happy, Joyous, Sensual, Spiritual, Summery","Happy, Joyous, Sensual, Spiritual, Summery",2,"Pop/Rock, Religious",1,"http://rovimusic.rovicorp.com/playback.mp3?c=ExcfUuNkP_MiJ2TMpxMCmvKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0015510419","Holiday & the Adventure Pop Collective","Billie's Blues","Q3",0.666666666666667,6,5,"bitter, gloomy, nocturnal, sad, weary","Bitter, Gloomy, Nocturnal, Restrained, Sad, Weary","Bitter, Gloomy, Nocturnal, Restrained, Sad, Weary",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=hqrCmfnYW_WjGdAWiSMBt_QIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0015514030","Sido","Nie Wieder","Q3",0.666666666666667,3,3,"bitter, cold, reckless","Bitter, Cold, Reckless","Bitter, Cold, Reckless",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=9WWyeXCQYXx7QxMUDuutb5jWf7KriH64XH0cLbjLrOY=&f=I"
"MT0015541501","The Jam","'A' Bomb in Wardour Street","Q2",0.533333333333333,15,12,"angry, anxious, bitter, exciting, fiery, harsh, menacing, ominous, rebellious, reckless, tense, volatile","Angry, Angst-Ridden, Bitter, Cathartic, Exciting, Fiery, Harsh, Menacing, Ominous, Raucous, Rebellious, Reckless, Tense/Anxious, Volatile","Angry, Angst-Ridden, Bitter, Cathartic, Exciting, Fiery, Harsh, Menacing, Ominous, Raucous, Rebellious, Reckless, Tense, Anxious, Volatile",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=4_7nmS18tpAP8YQyqYOFj_h0BJxFGWncDvRkmPV4knk=&f=J"
"MT0015599764","2XL","Mama of Mine","Q3",1,3,3,"bitter, bleak, gloomy","Bitter, Bleak, Gloomy","Bitter, Bleak, Gloomy",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=wXXX1sqTUBzBZuI2PzpD7jqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0015653546","Carlos Núñez","Gabriel's Oboe (The Mission)","Q4",0.666666666666667,3,3,"complex, epic, nostalgic","Complex, Epic, Nostalgic","Complex, Epic, Nostalgic",2,"International, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Kn_VeNuhiDeHKjiJG4YHofQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0015659520","Carlos Núñez","Bolero","Q4",0.666666666666667,3,3,"complex, epic, nostalgic","Complex, Epic, Nostalgic","Complex, Epic, Nostalgic",2,"International, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=IULT2KxvRzoWNiE6MvdK1WjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0015664499","Don Carlos","Rivers of Babylon","Q3",0.6,5,5,"anguished, bitter, distraught, sad, spiritual","Anguished/Distraught, Bitter, Sad, Spiritual","Anguished, Distraught, Bitter, Sad, Spiritual",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=zIVZDR6slhgU__0s5ukggvQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0015665796","Hank Williams","I'm So Lonesome, I Could Cry","Q3",0.555555555555556,9,7,"anguished, bleak, distraught, gloomy, rustic, sad, weary","Anguished/Distraught, Autumnal, Bleak, Cathartic, Gloomy, Rustic, Sad, Weary","Anguished, Distraught, Autumnal, Bleak, Cathartic, Gloomy, Rustic, Sad, Weary",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=epno_2wmw_UBfF7rj-bvpf3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0015680193","The Feeling","Love It When You Call","Q1",0.666666666666667,3,3,"bright, cheerful, lively","Bright, Cheerful, Lively","Bright, Cheerful, Lively",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=mkafJPfaaiVyI-_0-GuEsDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0015682649","Mariza","Duas Lágrimas de Orvalho","Q3",0.666666666666667,3,3,"lonely, lush, sad","Lonely, Lush, Sad","Lonely, Lush, Sad",2,"International, Folk",1,"http://rovimusic.rovicorp.com/playback.mp3?c=-OpBp8htC4r_m3l6lQmh66wfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0015706588","Son House","I'm Satisfied","Q4",1,3,3,"reverent, rustic, spiritual","Reverent, Rustic, Spiritual","Reverent, Rustic, Spiritual",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=cCQ5t8Oz4rKN4bift3X-W_QIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0015715008","Clutch","White's Ferry","Q3",0.666666666666667,3,3,"greasy, reckless, rowdy","Greasy, Reckless, Rowdy","Greasy, Reckless, Rowdy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BjJjLpXqPgO4o9NuGjLyTM2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0015742096","The Coasters","Brazil","Q1",0.625,8,6,"carefree, cheerful, energetic, lively, passionate, playful","Boisterous, Carefree, Cheerful, Energetic, Freewheeling, Lively, Passionate, Playful","Boisterous, Carefree, Cheerful, Energetic, Freewheeling, Lively, Passionate, Playful",2,"Pop/Rock, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=4H6jOZ3SuKSSLOtF330MIfKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0015849191","Curtis Stigers","A Woman Just Like You","Q4",0.571428571428571,7,5,"agreeable, calm, optimistic, peaceful, positive","Agreeable, Calm/Peaceful, Optimistic, Positive, Striding, Swinging","Agreeable, Calm, Peaceful, Optimistic, Positive, Striding, Swinging",3,"Pop/Rock, Jazz, Easy Listening",1,"http://rovimusic.rovicorp.com/playback.mp3?c=RRgiOFXdnhi5HxT2SDI9P5jWf7KriH64XH0cLbjLrOY=&f=J"
"MT0015934550","Garth Brooks","Not Counting You","Q1",0.571428571428571,7,5,"cheerful, energetic, humorous, playful, slick","Boisterous, Cheerful, Energetic, Humorous, Playful, Rollicking, Slick","Boisterous, Cheerful, Energetic, Humorous, Playful, Rollicking, Slick",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=iCKw_RwZdQXJz_F6MPd6hGjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0015962332","Dizzee Rascal","Pussyole (Old Skool)","Q2",0.6,15,14,"aggressive, anxious, brash, fierce, fiery, gutsy, harsh, hostile, hungry, intense, menacing, tense, uncompromising, urgent","Aggressive, Boisterous, Brash, Fierce, Fiery, Gutsy, Harsh, Hostile, Hungry, Intense, Menacing, Tense/Anxious, Uncompromising, Urgent","Aggressive, Boisterous, Brash, Fierce, Fiery, Gutsy, Harsh, Hostile, Hungry, Intense, Menacing, Tense, Anxious, Uncompromising, Urgent",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=l3ROs4ZZBwSoQqqiTpisvawfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0015971175","Hilltop Hoods","Monsters Ball Restrung","Q2",0.8,5,5,"angry, clinical, harsh, outrageous, reckless","Angry, Clinical, Harsh, Outrageous, Reckless","Angry, Clinical, Harsh, Outrageous, Reckless",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=OxxNqePJZKUcV1r6kn9ICYapJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0016743722","Plies","Murkin Season","Q2",0.545454545454545,11,10,"anxious, bleak, cold, gloomy, ominous, reckless, snide, tense, uncompromising, volatile","Bleak, Cold, Gloomy, Ominous, Reckless, Snide, Tense/Anxious, Thuggish, Uncompromising, Volatile","Bleak, Cold, Gloomy, Ominous, Reckless, Snide, Tense, Anxious, Thuggish, Uncompromising, Volatile",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=u0a7uforFhFGs7GReiPloIapJnH0KBK7tayJ1L1z1aM=&f=I"
"MT0016887233","Paul Potts","Silent Night","Q4",0.636363636363636,11,9,"atmospheric, complex, dreamy, elaborate, elegant, gentle, lush, soothing, theatrical","Atmospheric, Complex, Dreamy, Elaborate, Elegant, Gentle, Lush, Plaintive, Soothing, Theatrical, Wistful","Atmospheric, Complex, Dreamy, Elaborate, Elegant, Gentle, Lush, Plaintive, Soothing, Theatrical, Wistful",2,"Classical, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=LDe0LmTJ_pu4GgzgjREXQPQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0016897938","Paul Potts","O Holy Night","Q4",0.666666666666667,3,3,"complex, elaborate, lush","Complex, Elaborate, Lush","Complex, Elaborate, Lush",2,"Classical, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=LDe0LmTJ_pu4GgzgjREXQGjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0016932218","Boney James","Santa Baby","Q4",0.75,8,8,"calm, carefree, cheerful, gentle, peaceful, sensual, soothing, sweet","Calm/Peaceful, Carefree, Cheerful, Gentle, Sensual, Soothing, Sweet","Calm, Peaceful, Carefree, Cheerful, Gentle, Sensual, Soothing, Sweet",4,"Easy Listening, Jazz, New Age, Holiday",1,"http://rovimusic.rovicorp.com/playback.mp3?c=X7fx4caOAxakDaHAn8ixSJjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0016972827","Hombres G","Loco de Amor","Q1",1,3,3,"happy, spicy, witty","Happy, Spicy, Witty","Happy, Spicy, Witty",2,"Latin, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=JdN9Hx3J5pD-TjJkbSDfov3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0017475710","Gang Green","Somethings","Q2",1,3,3,"angry, hostile, reckless","Angry, Hostile, Reckless","Angry, Hostile, Reckless",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XRH8c0ANiezi1HeZgVQffc2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0017667847","Chingy","How We Feel","Q4",0.6,5,4,"bravado, nocturnal, provocative, thoughtful","Bravado, Nocturnal, Provocative, Thoughtful, Thuggish","Bravado, Nocturnal, Provocative, Thoughtful, Thuggish",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=40HO2J1UcuMKH-LrM05p8pjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0017672677","Thomas Kinkade","Winter Wonderland","Q4",0.647058823529412,17,15,"atmospheric, calm, cheerful, dreamy, elaborate, happy, innocent, joyous, light, lush, peaceful, slick, soothing, sparkling, sweet","Atmospheric, Calm/Peaceful, Cheerful, Dreamy, Elaborate, Gleeful, Happy, Innocent, Joyous, Light, Lush, Slick, Soothing, Sparkling, Sweet, Wintry","Atmospheric, Calm, Peaceful, Cheerful, Dreamy, Elaborate, Gleeful, Happy, Innocent, Joyous, Light, Lush, Slick, Soothing, Sparkling, Sweet, Wintry",1,"Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vwG0qo7HyBrqn6ALwzgLlf3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0017797643","Udo Jürgens","Liebe Will Alles","Q1",0.75,4,3,"happy, joyous, theatrical","Gleeful, Happy, Joyous, Theatrical","Gleeful, Happy, Joyous, Theatrical",2,"Vocal, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=cBF7Nnpuo5AiQA1dGJpmzawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0018024152","Miley Cyrus","Just Like You","Q1",0.6,5,5,"exciting, happy, innocent, joyous, uplifting","Exciting, Happy, Innocent, Joyous, Uplifting","Exciting, Happy, Innocent, Joyous, Uplifting",2,"Pop/Rock, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbmjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0018029465","Miley Cyrus","See You Again","Q1",0.6,5,5,"exciting, happy, innocent, joyous, uplifting","Exciting, Happy, Innocent, Joyous, Uplifting","Exciting, Happy, Innocent, Joyous, Uplifting",2,"Pop/Rock, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0018031959","Miley Cyrus","Life's What You Make It","Q1",0.6,5,5,"exciting, happy, innocent, joyous, uplifting","Exciting, Happy, Innocent, Joyous, Uplifting","Exciting, Happy, Innocent, Joyous, Uplifting",2,"Pop/Rock, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbs2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0018450519","Lloyd","Sex Education","Q1",0.666666666666667,3,3,"sexual, sexy, tender","Sexual, Sexy, Tender","Sexual, Sexy, Tender",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=3n1BnN1DdsA0rUC4uNtxBDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0018617125","Charles Trénet","La Vie Qui Va","Q1",0.571428571428571,7,6,"exciting, giddy, happy, joyous, sweet, whimsical","Exciting, Giddy, Gleeful, Happy, Joyous, Sweet, Whimsical","Exciting, Giddy, Gleeful, Happy, Joyous, Sweet, Whimsical",2,"Pop/Rock, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=H2y2fNIlD0pZ_tR8HJsYvPQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0018651126","Lila Downs","Skeleton","Q1",0.666666666666667,3,3,"complex, provocative, sensual","Complex, Provocative, Sensual","Complex, Provocative, Sensual",3,"Latin, Pop/Rock, International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=zhHam7hqHBgrDcAv-lQEHTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0026158301","Carrie Underwood","Undo It","Q1",0.538461538461538,13,11,"energetic, gutsy, lively, passionate, playful, reflective, regretful, rousing, sexy, slick, urgent","Energetic, Gutsy, Lively, Passionate, Playful, Rambunctious, Reflective, Regretful, Rousing, Sexy, Slick, Urgent, Yearning","Energetic, Gutsy, Lively, Passionate, Playful, Rambunctious, Reflective, Regretful, Rousing, Sexy, Slick, Urgent, Yearning",2,"Country, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HIma1mYxpgRYlDTeFxbUkvKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0026330298","Louis Jordan","Why'd You Do It, Baby?","Q3",0.6,5,3,"gloomy, naive, sad","Austere, Gloomy, Naive, Sad, Somber","Austere, Gloomy, Naive, Sad, Somber",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=mkwjqc8vlK8iBhFaWiLabP3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0026520343","Sevendust","Ugly","Q2",0.538461538461538,13,9,"anguished, anxious, distraught, fiery, rebellious, reckless, tense, uncompromising, volatile","Angst-Ridden, Anguished/Distraught, Cathartic, Confrontational, Fiery, Raucous, Rebellious, Reckless, Tense/Anxious, Uncompromising, Volatile","Angst-Ridden, Anguished, Distraught, Cathartic, Confrontational, Fiery, Raucous, Rebellious, Reckless, Tense, Anxious, Uncompromising, Volatile",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=IPfxFoFYklrePCiaYWQx86wfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0026608644","Il Divo","Feelings","Q4",0.666666666666667,3,3,"explosive, lush, nostalgic","Explosive, Lush, Nostalgic","Explosive, Lush, Nostalgic",4,"Classical, Easy Listening, Pop/Rock, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=hL9RMi2OqMEf2N_a-4FCFmjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0026690204","Benny Carter","St. Louis Blues","Q3",0.8,5,5,"anguished, bitter, distraught, gloomy, sad","Anguished/Distraught, Bitter, Gloomy, Sad","Anguished, Distraught, Bitter, Gloomy, Sad",2,"Jazz, Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=B21NAuavBNyoDlQBJrrEf5jWf7KriH64XH0cLbjLrOY=&f=I"
"MT0026727455","Nicole Scherzinger","Supa Hypnotic","Q1",0.555555555555556,9,7,"fun, hypnotic, passionate, playful, sensual, sexy, slick","Fun, Hypnotic, Passionate, Playful, Restrained, Sensual, Sexy, Slick, Swaggering","Fun, Hypnotic, Passionate, Playful, Restrained, Sensual, Sexy, Slick, Swaggering",2,"Reggae, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=62Us3DOK5p8gY5j5J_r0jzqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0026753600","Johnny Cash","A Bot Named Sue","Q1",0.666666666666667,3,3,"happy, humorous, uncompromising","Happy, Humorous, Uncompromising","Happy, Humorous, Uncompromising",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=4bf9TYzJxeiV78M1pC0zUfh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0026753827","Third Day","I Believe","Q1",0.625,8,8,"earnest, energetic, fiery, intimate, joyous, passionate, reverent, spiritual","Earnest, Energetic, Fiery, Intimate, Joyous, Passionate, Reverent, Spiritual","Earnest, Energetic, Fiery, Intimate, Joyous, Passionate, Reverent, Spiritual",1,"Religious",1,"http://rovimusic.rovicorp.com/playback.mp3?c=J63H4-E5Kq_SOqGSs6IR_TqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0026776967","Tom T. Hall","Me and Jesus","Q4",0.75,4,3,"innocent, reverent, spiritual","Innocent, Pastoral, Reverent, Spiritual","Innocent, Pastoral, Reverent, Spiritual",2,"Country, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=cy9-hHOvhfrtuioZYKrcoJjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0026795261","Buddy Guy","She Suits Me to a Tee","Q1",0.666666666666667,3,3,"gritty, gutsy, intense","Gritty, Gutsy, Intense","Gritty, Gutsy, Intense",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=aKC9Z4uZP9C26Xv7Wtav-fKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0026898936","Sloppy Seconds","Janie Is a Nazi","Q2",0.6,5,4,"harsh, reckless, sexual, sleazy","Campy, Harsh, Reckless, Sexual, Sleazy","Campy, Harsh, Reckless, Sexual, Sleazy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=7azrrboECcCsjsj8LzJz8JjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0026905937","T.G. Sheppard","Faking Love","Q3",0.666666666666667,3,3,"anguished, distraught, gloomy","Anguished/Distraught, Gloomy","Anguished, Distraught, Gloomy",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=bC9VSYabayjmOQe5Oi3YP6wfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0026919017","Mitchell Ayres & His Fashions in Music","""A"" You're Adorable (The Alphabet Song)","Q4",0.8,5,5,"calm, delicate, lush, naive, peaceful","Calm/Peaceful, Delicate, Lush, Naive","Calm, Peaceful, Delicate, Lush, Naive",1,"Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=9CuC7ttB-ttCr3Zywr2ITc2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0026963572","Negative Approach","Lead Song","Q2",1,3,3,"angry, fierce, harsh","Angry, Fierce, Harsh","Angry, Fierce, Harsh",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=k9w7V3suliAMqXKD7E0fzP3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0027002641","Michael McDonald","All We Got","Q1",1,4,4,"cheerful, positive, sensual, strong","Cheerful, Positive, Sensual, Strong","Cheerful, Positive, Sensual, Strong",1,"Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BDk1Y0zdgyQlFpGXHwQA8qwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0027035970","Hank Ballard","Open up the Back Door","Q1",0.6,5,5,"gritty, joyous, rowdy, sexual, sexy","Gritty, Joyous, Rowdy, Sexual, Sexy","Gritty, Joyous, Rowdy, Sexual, Sexy",2,"Pop/Rock, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nK8F4YfhLd9YBnxYFGyXlfKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0027048677","Gipsy Kings","No Viviré","Q1",0.75,4,3,"fiery, sexy, spicy","Cathartic, Fiery, Sexy, Spicy","Cathartic, Fiery, Sexy, Spicy",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=3j7SOChOmRPMKmH3Y1OU1vQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0027100467","Kitaro","Bell Tower","Q4",0.666666666666667,9,7,"calm, delicate, detached, gentle, peaceful, refined, soothing","Calm/Peaceful, Delicate, Detached, Ethereal, Gentle, Refined, Restrained, Soothing","Calm, Peaceful, Delicate, Detached, Ethereal, Gentle, Refined, Restrained, Soothing",1,"New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Nj60V1qWai8pgoTWcxGQNIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0027159893","Xavier Cugat & His Orchestra","Tico-Tico","Q1",1,3,3,"eccentric, giddy, spicy","Eccentric, Giddy, Spicy","Eccentric, Giddy, Spicy",3,"Latin, Easy Listening, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=8bx2F8kbi-kf3w81oGDfQ2jIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0027256574","Don Miguelo","Llévate la Cama Pa' la Calle","Q2",0.666666666666667,6,4,"angry, rebellious, reckless, volatile","Angry, Irreverent, Rebellious, Reckless, Visceral, Volatile","Angry, Irreverent, Rebellious, Reckless, Visceral, Volatile",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=PR0uvFZWoxZ43G5NJ2Qrz_3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0027478016","Pérez Prado","Que Rico el Mambo","Q1",0.666666666666667,6,4,"exciting, giddy, joyous, spicy","Brassy, Exciting, Giddy, Gleeful, Joyous, Spicy","Brassy, Exciting, Giddy, Gleeful, Joyous, Spicy",2,"Jazz, Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=1BtZC40lyhH3nW1usuwlV82KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0027835071","Seeed","Same Jam","Q4",1,3,3,"reverent, spiritual, uplifting","Reverent, Spiritual, Uplifting","Reverent, Spiritual, Uplifting",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6WjcbpZvI2ILJMdkYRSBrvQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0027976714","Ella Fitzgerald","Night and Day","Q4",0.785714285714286,14,14,"cheerful, confident, elegant, gentle, lush, poignant, refined, reserved, romantic, sentimental, smooth, sophisticated, sweet, warm","Cheerful, Confident, Elegant, Gentle, Lush, Poignant, Refined, Reserved, Romantic, Sentimental, Smooth, Sophisticated, Sweet, Warm","Cheerful, Confident, Elegant, Gentle, Lush, Poignant, Refined, Reserved, Romantic, Sentimental, Smooth, Sophisticated, Sweet, Warm",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=gOKduCsFP8ddbscOvSE01qwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0028066739","Steven Halpern","Peak Performance","Q4",0.875,8,7,"atmospheric, calm, light, peaceful, reserved, soothing, spiritual","Atmospheric, Calm/Peaceful, Light, Reserved, Soothing, Sparse, Spiritual","Atmospheric, Calm, Peaceful, Light, Reserved, Soothing, Sparse, Spiritual",4,"New Age, Comedy/Spoken, International, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=A5s65tjKm2PJLNjA6EmJSPKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0028159092","Naked City","Speedfreaks","Q2",0.555555555555556,9,7,"fiery, harsh, outrageous, rebellious, rowdy, uncompromising, volatile","Fiery, Fractured, Harsh, Outrageous, Raucous, Rebellious, Rowdy, Uncompromising, Volatile","Fiery, Fractured, Harsh, Outrageous, Raucous, Rebellious, Rowdy, Uncompromising, Volatile",4,"Pop/Rock, Easy Listening, Jazz, Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=5v3S9qdbxCvyU3nWUYXw9P3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0028167155","Fight","Nailed to the Gun","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",2,"Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=sX5HtVRF-aFMmbt2N-LdmpjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0028172888","Disharmonic Orchestra","Mind Seduction","Q2",0.666666666666667,3,3,"jittery, negative, nervous","Negative, Nervous/Jittery","Negative, Nervous, Jittery",2,"Pop/Rock, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=chGVEU1Lz2ALBSEUyCXj6vh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0028213435","Slaughter & the Dogs","Cranked up Really High","Q2",0.6,5,4,"fierce, hostile, rowdy, trashy","Angst-Ridden, Fierce, Hostile, Rowdy, Trashy","Angst-Ridden, Fierce, Hostile, Rowdy, Trashy",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=EtF9JXji0j81y8NTOo86Wfh0BJxFGWncDvRkmPV4knk=&f=I"
