Feature;Name;Toolbox;Category;Family;Parent;Description
F1290;Cepstrum (complex) - Average Gamnitude Cepstrum (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1291;Cepstrum (complex) - Average Gamnitude Cepstrum (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1292;Cepstrum (complex) - Average Gamnitude Cepstrum (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1293;Cepstrum (complex) - Average Gamnitude Cepstrum (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1294;Cepstrum (complex) - Average Gamnitude Cepstrum (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1295;Cepstrum (complex) - Average Gamnitude Cepstrum (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Average Gamnitude Cepstrum;to be added later
F1296;Cepstrum (complex) - Cepstral Centroid (1st Moment) (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1297;Cepstrum (complex) - Cepstral Centroid (1st Moment) (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1298;Cepstrum (complex) - Cepstral Centroid (1st Moment) (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1299;Cepstrum (complex) - Cepstral Centroid (1st Moment) (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1300;Cepstrum (complex) - Cepstral Centroid (1st Moment) (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1301;Cepstrum (complex) - Cepstral Centroid (1st Moment) (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1302;Cepstrum (complex) - Cepstral Centroid (1st Moment) (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Centroid (1st Moment);to be added later
F1303;Cepstrum (complex) - Cepstral 2nd Moment (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1304;Cepstrum (complex) - Cepstral 2nd Moment (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1305;Cepstrum (complex) - Cepstral 2nd Moment (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1306;Cepstrum (complex) - Cepstral 2nd Moment (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1307;Cepstrum (complex) - Cepstral 2nd Moment (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1308;Cepstrum (complex) - Cepstral 2nd Moment (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1309;Cepstrum (complex) - Cepstral 2nd Moment (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 2nd Moment;to be added later
F1310;Cepstrum (complex) - Cepstral 3rd Moment (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1311;Cepstrum (complex) - Cepstral 3rd Moment (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1312;Cepstrum (complex) - Cepstral 3rd Moment (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1313;Cepstrum (complex) - Cepstral 3rd Moment (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1314;Cepstrum (complex) - Cepstral 3rd Moment (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1315;Cepstrum (complex) - Cepstral 3rd Moment (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1316;Cepstrum (complex) - Cepstral 3rd Moment (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 3rd Moment;to be added later
F1317;Cepstrum (complex) - Cepstral 4th Moment (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1318;Cepstrum (complex) - Cepstral 4th Moment (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1319;Cepstrum (complex) - Cepstral 4th Moment (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1320;Cepstrum (complex) - Cepstral 4th Moment (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1321;Cepstrum (complex) - Cepstral 4th Moment (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1322;Cepstrum (complex) - Cepstral 4th Moment (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1323;Cepstrum (complex) - Cepstral 4th Moment (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral 4th Moment;to be added later
F1324;Cepstrum (complex) - Standard deviation (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1325;Cepstrum (complex) - Standard deviation (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1326;Cepstrum (complex) - Standard deviation (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1327;Cepstrum (complex) - Standard deviation (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1328;Cepstrum (complex) - Standard deviation (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1329;Cepstrum (complex) - Standard deviation (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1330;Cepstrum (complex) - Standard deviation (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Standard deviation;to be added later
F1331;Cepstrum (complex) - Cepstral Skewness (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1332;Cepstrum (complex) - Cepstral Skewness (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1333;Cepstrum (complex) - Cepstral Skewness (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1334;Cepstrum (complex) - Cepstral Skewness (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1335;Cepstrum (complex) - Cepstral Skewness (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1336;Cepstrum (complex) - Cepstral Skewness (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1337;Cepstrum (complex) - Cepstral Skewness (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Skewness;to be added later
F1338;Cepstrum (complex) - Cepstral Kurtosis (min);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1339;Cepstrum (complex) - Cepstral Kurtosis (max);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1340;Cepstrum (complex) - Cepstral Kurtosis (mean);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1341;Cepstrum (complex) - Cepstral Kurtosis (median);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1342;Cepstrum (complex) - Cepstral Kurtosis (std);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1343;Cepstrum (complex) - Cepstral Kurtosis (skewness);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1344;Cepstrum (complex) - Cepstral Kurtosis (kurtosis);PsySound 3;Tone Color;Cepstrum;Cepstrum - Cepstral Kurtosis;to be added later
F1345;Sound level meter - SPL A-weighted Fast (min);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1346;Sound level meter - SPL A-weighted Fast (max);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1347;Sound level meter - SPL A-weighted Fast (mean);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1348;Sound level meter - SPL A-weighted Fast (median);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1349;Sound level meter - SPL A-weighted Fast (std);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1350;Sound level meter - SPL A-weighted Fast (skewness);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1351;Sound level meter - SPL A-weighted Fast (kurtosis);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Fast;to be added later
F1352;Sound level meter - SPL A-weighted Slow (min);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1353;Sound level meter - SPL A-weighted Slow (max);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1354;Sound level meter - SPL A-weighted Slow (mean);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1355;Sound level meter - SPL A-weighted Slow (median);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1356;Sound level meter - SPL A-weighted Slow (std);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1357;Sound level meter - SPL A-weighted Slow (skewness);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1358;Sound level meter - SPL A-weighted Slow (kurtosis);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL A-weighted Slow;to be added later
F1359;Sound level meter - SPL Z-Unweighted Fast (min);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1360;Sound level meter - SPL Z-Unweighted Fast (max);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1361;Sound level meter - SPL Z-Unweighted Fast (mean);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1362;Sound level meter - SPL Z-Unweighted Fast (median);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1363;Sound level meter - SPL Z-Unweighted Fast (std);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1364;Sound level meter - SPL Z-Unweighted Fast (skewness);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1365;Sound level meter - SPL Z-Unweighted Fast (kurtosis);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Fast;to be added later
F1366;Sound level meter - SPL Z-Unweighted Slow (min);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1367;Sound level meter - SPL Z-Unweighted Slow (max);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1368;Sound level meter - SPL Z-Unweighted Slow (mean);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1369;Sound level meter - SPL Z-Unweighted Slow (median);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1370;Sound level meter - SPL Z-Unweighted Slow (std);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1371;Sound level meter - SPL Z-Unweighted Slow (skewness);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1372;Sound level meter - SPL Z-Unweighted Slow (kurtosis);PsySound 3;Dynamics;Sound level meter;Sound level meter - SPL Z-Unweighted Slow;to be added later
F1373;Revised LF B-curve (Soulodre) - Loudness level - 1s (min);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1374;Revised LF B-curve (Soulodre) - Loudness level - 1s (max);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1375;Revised LF B-curve (Soulodre) - Loudness level - 1s (mean);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1376;Revised LF B-curve (Soulodre) - Loudness level - 1s (median);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1377;Revised LF B-curve (Soulodre) - Loudness level - 1s (std);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1378;Revised LF B-curve (Soulodre) - Loudness level - 1s (skewness);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1379;Revised LF B-curve (Soulodre) - Loudness level - 1s (kurtosis);PsySound 3;Dynamics;Revised LF B-curve;Revised LF B-curve - Loudness level - 1s;to be added later
F1380;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (min);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1381;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (max);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1382;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (mean);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1383;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (median);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1384;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (std);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1385;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (skewness);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1386;1/3-Oct & Oct Spectrum (FFT) - One-third Octave Band Spectrum (kurtosis);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - One-third Octave Band Spectrum;to be added later
F1387;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (min);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1388;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (max);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1389;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (mean);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1390;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (median);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1391;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (std);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1392;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (skewness);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1393;1/3-Oct & Oct Spectrum (FFT) - Octave Band Spectrum (kurtosis);PsySound 3;Tone Color;1/3-Oct & Oct Spectrum;1/3-Oct & Oct Spectrum - Octave Band Spectrum;to be added later
F1394;Dynamic Loudness (C & F) - Loudness (min);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1395;Dynamic Loudness (C & F) - Loudness (max);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1396;Dynamic Loudness (C & F) - Loudness (mean);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1397;Dynamic Loudness (C & F) - Loudness (median);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1398;Dynamic Loudness (C & F) - Loudness (std);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1399;Dynamic Loudness (C & F) - Loudness (skewness);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1400;Dynamic Loudness (C & F) - Loudness (kurtosis);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Loudness;to be added later
F1401;Dynamic Loudness (C & F) - Average Main Loudness (min);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1402;Dynamic Loudness (C & F) - Average Main Loudness (max);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1403;Dynamic Loudness (C & F) - Average Main Loudness (mean);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1404;Dynamic Loudness (C & F) - Average Main Loudness (median);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1405;Dynamic Loudness (C & F) - Average Main Loudness (std);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1406;Dynamic Loudness (C & F) - Average Main Loudness (skewness);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1407;Dynamic Loudness (C & F) - Average Main Loudness (kurtosis);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Main Loudness;to be added later
F1408;Dynamic Loudness (C & F) - Average Specific Loudness (min);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1409;Dynamic Loudness (C & F) - Average Specific Loudness (max);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1410;Dynamic Loudness (C & F) - Average Specific Loudness (mean);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1411;Dynamic Loudness (C & F) - Average Specific Loudness (median);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1412;Dynamic Loudness (C & F) - Average Specific Loudness (std);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1413;Dynamic Loudness (C & F) - Average Specific Loudness (skewness);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1414;Dynamic Loudness (C & F) - Average Specific Loudness (kurtosis);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Average Specific Loudness;to be added later
F1415;Dynamic Loudness (C & F) - Sharpness (min);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1416;Dynamic Loudness (C & F) - Sharpness (max);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1417;Dynamic Loudness (C & F) - Sharpness (mean);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1418;Dynamic Loudness (C & F) - Sharpness (median);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1419;Dynamic Loudness (C & F) - Sharpness (std);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1420;Dynamic Loudness (C & F) - Sharpness (skewness);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1421;Dynamic Loudness (C & F) - Sharpness (kurtosis);PsySound 3;Dynamics;Dynamic Loudness (C & F);Dynamic Loudness (C & F) - Sharpness;to be added later
F1422;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1423;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1424;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1425;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1426;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1427;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1428;Loudness (MG & B PsySound2) - Average Specific Loudness Pattern (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Specific Loudness Pattern;to be added later
F1429;Loudness (MG & B PsySound2) - Average Excitation Pattern (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1430;Loudness (MG & B PsySound2) - Average Excitation Pattern (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1431;Loudness (MG & B PsySound2) - Average Excitation Pattern (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1432;Loudness (MG & B PsySound2) - Average Excitation Pattern (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1433;Loudness (MG & B PsySound2) - Average Excitation Pattern (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1434;Loudness (MG & B PsySound2) - Average Excitation Pattern (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1435;Loudness (MG & B PsySound2) - Average Excitation Pattern (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Average Excitation Pattern;to be added later
F1436;Loudness (MG & B PsySound2) - Loudness (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1437;Loudness (MG & B PsySound2) - Loudness (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1438;Loudness (MG & B PsySound2) - Loudness (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1439;Loudness (MG & B PsySound2) - Loudness (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1440;Loudness (MG & B PsySound2) - Loudness (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1441;Loudness (MG & B PsySound2) - Loudness (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1442;Loudness (MG & B PsySound2) - Loudness (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Loudness;to be added later
F1443;Loudness (MG & B PsySound2) - SharpnessZ (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1444;Loudness (MG & B PsySound2) - SharpnessZ (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1445;Loudness (MG & B PsySound2) - SharpnessZ (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1446;Loudness (MG & B PsySound2) - SharpnessZ (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1447;Loudness (MG & B PsySound2) - SharpnessZ (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1448;Loudness (MG & B PsySound2) - SharpnessZ (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1449;Loudness (MG & B PsySound2) - SharpnessZ (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessZ;to be added later
F1450;Loudness (MG & B PsySound2) - SharpnessA (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1451;Loudness (MG & B PsySound2) - SharpnessA (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1452;Loudness (MG & B PsySound2) - SharpnessA (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1453;Loudness (MG & B PsySound2) - SharpnessA (median);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1454;Loudness (MG & B PsySound2) - SharpnessA (std);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1455;Loudness (MG & B PsySound2) - SharpnessA (skewness);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1456;Loudness (MG & B PsySound2) - SharpnessA (kurtosis);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - SharpnessA;to be added later
F1457;Loudness (MG & B PsySound2) - Timbral Width (min);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1458;Loudness (MG & B PsySound2) - Timbral Width (max);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
F1459;Loudness (MG & B PsySound2) - Timbral Width (mean);PsySound 3;Dynamics;Loudness (MG & B PsySound2);Loudness (MG & B PsySound2) - Timbral Width;to be added later
